plt96,col96,row96,plt384,col384,row384,plt1536,col1536,row1536,gene,eck,jw,comment,flag,flag.comment
71,12,A,17,24,2,5,47,3,eptA,ECK4107,JW5730,4_3,"",""
71,12,B,17,24,4,5,47,7,adiA,ECK4110,JW5731,4_3,"",""
71,12,C,17,24,6,5,47,11,yjdO,ECK4122,JW5732,4_3,"",""
71,12,D,17,24,8,5,47,15,dipZ,ECK4130,JW5734,4_3,"",""
71,12,E,17,24,10,5,47,19,dcuA,ECK4132,JW5735,4_3,"",""
71,12,F,17,24,12,5,47,23,yjeI,ECK4138,JW5736,4_3,"",""
71,12,G,17,24,14,5,47,27,ecnA,ECK4142,JW5737,4_3,"",""
71,12,H,17,24,16,5,47,31,sugE,ECK4144,JW5738,4_3,"",""
72,1,A,18,2,2,5,4,3,yihS,ECK3873,JW5569,4_3,"",""
72,1,B,18,2,4,5,4,7,empty,empty,JW5570,1_1,"",""
72,1,C,18,2,6,5,4,11,bipA,ECK3864,JW5571,4_3,"",""
72,1,D,18,2,8,5,4,15, ,no_eck,JW5572,1_1,"",""
72,1,E,18,2,10,5,4,19,yihF,ECK3853,JW5574,4_3,"",""
72,1,F,18,2,12,5,4,23,tatB,ECK3831,JW5580,4_3,"",""
72,1,G,18,2,14,5,4,27,yigI,ECK3814,JW5588,4_3,"",""
72,1,H,18,2,16,5,4,31,rarD,ECK3813,JW5589,4_3,"",""
72,2,A,18,4,2,5,8,3,yigG,ECK3812,JW5590,4_3,"",""
72,2,B,18,4,4,5,8,7,dapF,ECK3804,JW5592,1_3,"",""
72,2,C,18,4,6,5,8,11,wzzE,ECK3777,JW5601,4_3,"",""
72,2,D,18,4,8,5,8,15,empty,empty,JW5602,1_1,"",""
72,2,E,18,4,10,5,8,19,ilvD,ECK3763,JW5605,4_3,"",""
72,2,F,18,4,12,5,8,23,trkD,ECK3741,JW5609,4_3,"",""
72,2,G,18,4,14,5,8,27,atpI,ECK3732,JW5611,4_3,"",""
72,2,H,18,4,16,5,8,31,yieL,ECK3712,JW5612,4_3,"",""
72,3,A,18,6,2,5,12,3,yieK,ECK3711,JW5613,4_3,"",""
72,3,B,18,6,4,5,12,7,empty,empty,JW5626,1_1,"",""
72,3,C,18,6,6,5,12,11,empty,empty,JW5630,1_1,"",""
72,3,D,18,6,8,5,12,15,cbrA,ECK3682,JW5631,4_3,"",""
72,3,E,18,6,10,5,12,19,empty,empty,JW5632,1_1,"",""
72,3,F,18,6,12,5,12,23,yidQ,ECK3680,JW5633,4_3,"",""
72,3,G,18,6,14,5,12,27,emrD,ECK3664,JW5634,4_3,"",""
72,3,H,18,6,16,5,12,31, ,no_eck,JW5635,1_1,"",""
72,4,A,18,8,2,5,16,3,yicO,ECK3655,JW5636,4_3,"",""
72,4,B,18,8,4,5,16,7,yicN,ECK3654,JW5637,4_3,"",""
72,4,C,18,8,6,5,16,11,ttk,ECK3631,JW5641,4_3,"",""
72,4,D,18,8,8,5,16,15,yicR,ECK3628,JW5643,4_3,"",""
72,4,E,18,8,10,5,16,19,htrL,ECK3608,JW5644,4_3,"",""
72,4,F,18,8,12,5,16,23,yibQ,ECK3604,JW5645,4_3,"",""
72,4,G,18,8,14,5,16,27,yiaY,ECK3578,JW5648,4_3,"",""
72,4,H,18,8,16,5,16,31, ,no_eck,JW5649,1_1,"",""
72,5,A,18,10,2,5,20,3,sgbU,ECK3571,JW5650,4_3,"",""
72,5,B,18,10,4,5,20,7,yiaN,ECK3567,JW5651,4_3,"",""
72,5,C,18,10,6,5,20,11,yiaB,ECK3552,JW5654,4_3,"",""
72,5,D,18,10,8,5,20,15,yiaF,ECK3541,JW5655,4_3,"",""
72,5,E,18,10,10,5,20,19,tiaE,ECK3540,JW5656,4_3,"",""
72,5,F,18,10,12,5,20,23,bisC,ECK3538,JW5940,4_3,"",""
72,5,G,18,10,14,5,20,27,yhjY,ECK3535,JW5659,4_3,"",""
72,5,H,18,10,16,5,20,31,eptB,ECK3533,JW5660,4_3,"",""
72,6,A,18,12,2,5,24,3, ,no_eck,JW5661,1_1,"",""
72,6,B,18,12,4,5,24,7, ,no_eck,JW5662,1_1,"",""
72,6,C,18,12,6,5,24,11,bcsF,ECK3522,JW5663,4_3,"",""
72,6,D,18,12,8,5,24,15,yhjQ,ECK3519,JW5941,4_3,"",""
72,6,E,18,12,10,5,24,19,bcsA,ECK3518,JW5665,4_3,"",""
72,6,F,18,12,12,5,24,23,bcsC,ECK3515,JW5942,4_3,"",""
72,6,G,18,12,14,5,24,27,yhjK,ECK3514,JW5943,4_3,"",""
72,6,H,18,12,16,5,24,31,kdgK,ECK3511,JW5668,4_3,"",""
72,7,A,18,14,2,5,28,3,hdeB,ECK3493,JW5669,4_3,"",""
72,7,B,18,14,4,5,28,7,yhiD,ECK3492,JW5670,4_3,"",""
72,7,C,18,14,6,5,28,11,yhiQ,ECK3482,JW5672,4_3,"",""
72,7,D,18,14,8,5,28,15,yhiK,ECK3474,JW5674,4_3,"",""
72,7,E,18,14,10,5,28,19, ,no_eck,JW5675,1_1,"",""
72,7,F,18,14,12,5,28,23,rbbA,ECK3471,JW5676,4_3,"",""
72,7,G,18,14,14,5,28,27,yhhJ,ECK3470,JW5677,4_3,"",""
72,7,H,18,14,16,5,28,31,yrhC,ECK3468,JW5678,4_1,"",""
72,8,A,18,16,2,5,32,3,yhhT,ECK3458,JW5680,4_3,"",""
72,8,B,18,16,4,5,32,7,yhhS,ECK3457,JW5945,4_3,"",""
72,8,C,18,16,6,5,32,11,dcrB,ECK3456,JW5682,4_3,"",""
72,8,D,18,16,8,5,32,15,yhhL,ECK3450,JW5683,4_3,"",""
72,8,E,18,16,10,5,32,19, ,no_eck,JW5684,1_1,"",""
72,8,F,18,16,12,5,32,23,gntX,ECK3400,JW5691,4_3,"",""
72,8,G,18,16,14,5,32,27,hslO,ECK3388,JW5692,4_3,"",""
72,8,H,18,16,16,5,32,31,yrfA,ECK3379,JW5694,4_3,"",""
72,9,A,18,18,2,5,36,3,empty,empty,JW5695,1_1,"",""
72,9,B,18,18,4,5,36,7,yhfY,ECK3369,JW5696,4_3,"",""
72,9,C,18,18,6,5,36,11,yhfU,ECK3365,JW5697,4_3,"",""
72,9,D,18,18,8,5,36,15,frlR,ECK3362,JW5698,4_3,"",""
72,9,E,18,18,10,5,36,19,frlB,ECK3359,JW5700,4_3,"",""
72,9,F,18,18,12,5,36,23,yhfK,ECK3346,JW5701,4_3,"",""
72,9,G,18,18,14,5,36,27,yheO,ECK3333,JW5703,4_3,"",""
72,9,H,18,18,16,5,36,31,gspM,ECK3321,JW5704,4_3,"",""
72,10,A,18,20,2,5,40,3,gspL,ECK3320,JW5705,4_3,"",""
72,10,B,18,20,4,5,40,7,gspI,ECK3317,JW5706,4_3,"",""
72,10,C,18,20,6,5,40,11,yrdD,ECK3270,JW5949,4_3,"",""
72,10,D,18,20,8,5,40,15,yjbF,ECK4019,JW5711,4_3,"",""
72,10,E,18,20,10,5,40,19, ,no_eck,JW5712,1_1,"",""
72,10,F,18,20,12,5,40,23,ubiC,ECK4031,JW5713,4_3,"",""
72,10,G,18,20,14,5,40,27,zur,ECK4038,JW5714,4_3,"",""
72,10,H,18,20,16,5,40,31,yjbN,ECK4041,JW5950,4_3,"",""
72,11,A,18,22,2,5,44,3,yjbO,ECK4042,JW5716,4_3,"",""
72,11,B,18,22,4,5,44,7, ,no_eck,JW5717,1_1,"",""
72,11,C,18,22,6,5,44,11,yjcB,ECK4052,JW5718,4_3,"",""
72,11,D,18,22,8,5,44,15, ,no_eck,JW5719,1_1,"",""
72,11,E,18,22,10,5,44,19, ,no_eck,JW5720,1_1,"",""
72,11,F,18,22,12,5,44,23,yjcS,ECK4076,JW5721,4_3,"",""
72,11,G,18,22,14,5,44,27, ,no_eck,JW5728,1_1,"",""
72,11,H,18,22,16,5,44,31,yjcZ,ECK4103,JW5729,4_3,"",""
72,12,A,18,24,2,5,48,3,eptA,ECK4107,JW5730,4_3,"",""
72,12,B,18,24,4,5,48,7,adiA,ECK4110,JW5731,4_3,"",""
72,12,C,18,24,6,5,48,11,yjdO,ECK4122,JW5732,4_3,"",""
72,12,D,18,24,8,5,48,15,dipZ,ECK4130,JW5734,4_3,"",""
72,12,E,18,24,10,5,48,19,dcuA,ECK4132,JW5735,4_3,"",""
72,12,F,18,24,12,5,48,23,yjeI,ECK4138,JW5736,4_3,"",""
72,12,G,18,24,14,5,48,27,ecnA,ECK4142,JW5737,4_3,"",""
72,12,H,18,24,16,5,48,31,sugE,ECK4144,JW5738,4_3,"",""
73,1,A,19,1,1,5,1,2,yjeM,ECK4152,JW5739,4_3,"",""
73,1,B,19,1,3,5,1,6,rnr,ECK4175,JW5741,4_3,"",""
73,1,C,19,1,5,5,1,10,yjfO,ECK4185,JW5743,4_3,"",""
73,1,D,19,1,7,5,1,14,ulaA,ECK4189,JW5744,4_3,"",""
73,1,E,19,1,9,5,1,18,ytfB,ECK4202,JW5745,4_3,"",""
73,1,F,19,1,11,5,1,22,fklB,ECK4203,JW5746,4_3,"",""
73,1,G,19,1,13,5,1,26,ytfH,ECK4208,JW5747,4_3,"",""
73,1,H,19,1,15,5,1,30,ytfK,ECK4213,JW5749,4_3,"",""
73,2,A,19,3,1,5,5,2, ,no_eck,JW5751,1_1,"",""
73,2,B,19,3,3,5,5,6,ytfT,ECK4225,JW5753,4_3,"",""
73,2,C,19,3,5,5,5,10,yjfF,ECK4226,JW5754,4_3,"",""
73,2,D,19,3,7,5,5,14,yjgK,ECK4245,JW5756,4_3,"",""
73,2,E,19,3,9,5,5,18,yjgL,ECK4246,JW5757,4_3,"",""
73,2,F,19,3,11,5,5,22,yjgM,ECK4249,JW5758,4_3,"",""
73,2,G,19,3,13,5,5,26,yjgN,ECK4250,JW5759,4_3,"",""
73,2,H,19,3,15,5,5,30,yjgX,ECK4266,JW5763,1_1,"",""
73,3,A,19,5,1,5,9,2,yjgX,ECK4266,JW5764,1_1,"",""
73,3,B,19,5,3,5,9,6, ,no_eck,JW5765,1_1,"",""
73,3,C,19,5,5,5,9,10, ,no_eck,JW5766,1_1,"",""
73,3,D,19,5,7,5,9,14,yjhB,ECK4269,JW5768,4_3,"",""
73,3,E,19,5,9,5,9,18,yjhC,ECK4270,JW5769,4_3,"",""
73,3,F,19,5,11,5,9,22,yjhD,ECK4271,JW5770,4_3,"",""
73,3,G,19,5,13,5,9,26,yjhU,ECK4284,JW5952,4_3,"",""
73,3,H,19,5,15,5,9,30,yjhH,ECK4287,JW5775,4_3,"",""
73,4,A,19,7,1,5,13,2,yjhA,ECK4302,JW5778,4_3,"",""
73,4,B,19,7,3,5,13,6,fimI,ECK4306,JW5779,4_3,"",""
73,4,C,19,7,5,5,13,10, ,no_eck,JW5781,1_1,"",""
73,4,D,19,7,7,5,13,14,yjiD,ECK4317,JW5782,4_3,"",""
73,4,E,19,7,9,5,13,18,yjiH,ECK4321,JW5783,4_3,"",""
73,4,F,19,7,11,5,13,22,kptA,ECK4322,JW5784,4_3,"",""
73,4,G,19,7,13,5,13,26,yjiL,ECK4325,JW5785,4_3,"",""
73,4,H,19,7,15,5,13,30,yjiM,ECK4326,JW5786,4_3,"",""
73,5,A,19,9,1,5,17,2,yjiY,ECK4344,JW5791,4_3,"",""
73,5,B,19,9,3,5,17,6,yjjN,ECK4348,JW5793,4_3,"",""
73,5,C,19,9,5,5,17,10,mdoB,ECK4349,JW5794,4_3,"",""
73,5,D,19,9,7,5,17,14,yjjA,ECK4350,JW5795,4_3,"",""
73,5,E,19,9,9,5,17,18,yjjP,ECK4354,JW5796,4_3,"",""
73,5,F,19,9,11,5,17,22,yjjZ,ECK4358,JW5797,4_3,"",""
73,5,G,19,9,13,5,17,26,empty,empty,JW5798,1_1,"",""
73,5,H,19,9,15,5,17,30, ,no_eck,JW5799,1_1,"",""
73,6,A,19,11,1,5,21,2,yjjX,ECK4386,JW5801,4_3,"",""
73,6,B,19,11,3,5,21,6,ybbK,ECK0483,JW0478,4_3,"",""
73,6,C,19,11,5,5,21,10,ygfA,ECK2907,JW2879,4_3,"",""
73,6,D,19,11,7,5,21,14,sgcE,ECK4290,JW4263,4_3,"",""
73,6,E,19,11,9,5,21,18,srlA,ECK2697,JW5429,4_3,"",""
73,6,F,19,11,11,5,21,22,srlE,ECK2698,JW5430,4_3,"",""
73,6,G,19,11,13,5,21,26,ygfQ,ECK2880,JW5467,4_3,"",""
73,6,H,19,11,15,5,21,30,yggP,ECK2927,JW5477,4_3,"",""
73,7,A,19,13,1,5,25,2,yghJ,ECK2968,JW5925,4_3,"",""
73,7,B,19,13,3,5,25,6,glcE,ECK2973,JW5487,4_3,"",""
73,7,C,19,13,5,5,25,10,yqhG,ECK3005,JW5500,4_3,"",""
73,7,D,19,13,7,5,25,14,ygiQ,ECK3007,JW5501,4_3,"",""
73,7,E,19,13,9,5,25,18,yqiI,ECK3037,JW5509,4_3,"",""
73,7,F,19,13,11,5,25,22,yhaM,ECK3099,JW5518,4_3,"",""
73,7,G,19,13,13,5,25,26,tdcG,ECK3101,JW5520,4_3,"",""
73,7,H,19,13,15,5,25,30,cpxP,ECK3906,JW5558,4_3,"",""
73,8,A,19,15,1,5,29,2,trkH,ECK3841,JW5576,4_3,"",""
73,8,B,19,15,3,5,29,6,tatD,ECK3833,JW5931,4_3,"",""
73,8,C,19,15,5,5,29,10,empty,empty,JW5583,1_1,"",""
73,8,D,19,15,7,5,29,14,rhtB,ECK3818,JW5585,4_3,"",""
73,8,E,19,15,9,5,29,18,rhtC,ECK3817,JW5586,4_3,"",""
73,8,F,19,15,11,5,29,22,yigE,ECK3809,JW5591,4_3,"",""
73,8,G,19,15,13,5,29,26,rffT,ECK3785,JW5596,4_3,"",""
73,8,H,19,15,15,5,29,30,yieM,ECK3739,JW5610,4_3,"",""
73,9,A,19,17,1,5,33,2,dgoR,ECK3687,JW5627,4_3,"",""
73,9,B,19,17,3,5,33,6,dgoA,ECK3685,JW5628,4_3,"",""
73,9,C,19,17,5,5,33,10,dgoD,ECK3684,JW5629,4_3,"",""
73,9,D,19,17,7,5,33,14,frlC,ECK3360,JW5699,4_3,"",""
73,9,E,19,17,9,5,33,18,smf,ECK3272,JW5708,4_3,"",""
73,9,F,19,17,11,5,33,22, ,no_eck,JW5725,1_1,"",""
73,9,G,19,17,13,5,33,26,ytfI,ECK4211,JW5748,4_3,"",""
73,9,H,19,17,15,5,33,30,ytfR,ECK4224,JW5752,4_3,"",""
73,10,A,19,19,1,5,37,2,yjiV,ECK4334,JW5954,4_3,"",""
73,10,B,19,19,3,5,37,6,rzoR,ECK1361,JW5213,4_3,"",""
73,10,C,19,19,5,5,37,10, ,no_eck,JW5069,1_1,"",""
73,10,D,19,19,7,5,37,14,yfdI,ECK2346,JW5382,4_3,"",""
73,10,E,19,19,9,5,37,18,ypdJ,ECK2358,JW5386,4_1,"",""
73,10,F,19,19,11,5,37,22,gntR,ECK3423,JW5946,4_3,"",""
73,10,G,19,19,13,5,37,26,yabI,ECK0066,JW5005,4_3,"",""
73,10,H,19,19,15,5,37,30,yacG,ECK0101,JW5008,4_3,"",""
73,11,A,19,21,1,5,41,2,yadD,ECK0131,JW5010,4_3,"",""
73,11,B,19,21,3,5,41,6,clcA,ECK0154,JW5012,4_3,"",""
73,11,C,19,21,5,5,41,10,cdaR,ECK0161,JW5013,4_3,"",""
73,11,D,19,21,7,5,41,14,yaeI,ECK0163,JW5014,4_3,"",""
73,11,E,19,21,9,5,41,18,yaeF,ECK0193,JW5016,4_3,"",""
73,11,F,19,21,11,5,41,22,yafD,ECK0209,JW5017,4_3,"",""
73,11,G,19,21,13,5,41,26,yafV,ECK0220,JW5019,4_3,"",""
73,11,H,19,21,15,5,41,30,fadE,ECK0222,JW5020,4_3,"",""
73,12,A,19,23,1,5,45,2,yafX,ECK0250,JW5022,4_3,"",""
73,12,B,19,23,3,5,45,6,ykfF,ECK0251,JW5023,4_3,"",""
73,12,C,19,23,5,5,45,10, ,no_eck,JW5028,1_1,"",""
73,12,D,19,23,7,5,45,14,yagV,ECK0288,JW5030,4_3,"",""
73,12,E,19,23,9,5,45,18,ykgK,ECK0293,JW5031,4_3,"",""
73,12,F,19,23,11,5,45,22,ykgL,ECK0294,JW5033,4_3,"",""
73,12,G,19,23,13,5,45,26,ykgA,ECK0300,JW5037,4_3,"",""
73,12,H,19,23,15,5,45,30,ykgI,ECK0302,JW5039,4_3,"",""
74,1,A,20,1,1,5,2,2,yjeM,ECK4152,JW5739,4_3,"",""
74,1,B,20,1,3,5,2,6,rnr,ECK4175,JW5741,4_3,"",""
74,1,C,20,1,5,5,2,10,yjfO,ECK4185,JW5743,4_3,"",""
74,1,D,20,1,7,5,2,14,ulaA,ECK4189,JW5744,4_3,"",""
74,1,E,20,1,9,5,2,18,ytfB,ECK4202,JW5745,4_3,"",""
74,1,F,20,1,11,5,2,22,fklB,ECK4203,JW5746,4_3,"",""
74,1,G,20,1,13,5,2,26,ytfH,ECK4208,JW5747,4_3,"",""
74,1,H,20,1,15,5,2,30,ytfK,ECK4213,JW5749,4_3,"",""
74,2,A,20,3,1,5,6,2, ,no_eck,JW5751,1_1,"",""
74,2,B,20,3,3,5,6,6,ytfT,ECK4225,JW5753,4_3,"",""
74,2,C,20,3,5,5,6,10,yjfF,ECK4226,JW5754,4_3,"",""
74,2,D,20,3,7,5,6,14,yjgK,ECK4245,JW5756,4_3,"",""
74,2,E,20,3,9,5,6,18,yjgL,ECK4246,JW5757,4_3,"",""
74,2,F,20,3,11,5,6,22,yjgM,ECK4249,JW5758,4_3,"",""
74,2,G,20,3,13,5,6,26,yjgN,ECK4250,JW5759,4_3,"",""
74,2,H,20,3,15,5,6,30,yjgX,ECK4266,JW5763,1_1,"",""
74,3,A,20,5,1,5,10,2,yjgX,ECK4266,JW5764,1_1,"",""
74,3,B,20,5,3,5,10,6, ,no_eck,JW5765,1_1,"",""
74,3,C,20,5,5,5,10,10, ,no_eck,JW5766,1_1,"",""
74,3,D,20,5,7,5,10,14,yjhB,ECK4269,JW5768,4_3,"",""
74,3,E,20,5,9,5,10,18,yjhC,ECK4270,JW5769,4_3,"",""
74,3,F,20,5,11,5,10,22,yjhD,ECK4271,JW5770,4_3,"",""
74,3,G,20,5,13,5,10,26,yjhU,ECK4284,JW5952,4_3,"",""
74,3,H,20,5,15,5,10,30,yjhH,ECK4287,JW5775,4_3,"",""
74,4,A,20,7,1,5,14,2,yjhA,ECK4302,JW5778,4_3,"",""
74,4,B,20,7,3,5,14,6,fimI,ECK4306,JW5779,4_3,"",""
74,4,C,20,7,5,5,14,10, ,no_eck,JW5781,1_1,"",""
74,4,D,20,7,7,5,14,14,yjiD,ECK4317,JW5782,4_3,"",""
74,4,E,20,7,9,5,14,18,yjiH,ECK4321,JW5783,4_3,"",""
74,4,F,20,7,11,5,14,22,kptA,ECK4322,JW5784,4_3,"",""
74,4,G,20,7,13,5,14,26,yjiL,ECK4325,JW5785,4_3,"",""
74,4,H,20,7,15,5,14,30,yjiM,ECK4326,JW5786,4_3,"",""
74,5,A,20,9,1,5,18,2,yjiY,ECK4344,JW5791,4_3,"",""
74,5,B,20,9,3,5,18,6,yjjN,ECK4348,JW5793,4_3,"",""
74,5,C,20,9,5,5,18,10,mdoB,ECK4349,JW5794,4_3,"",""
74,5,D,20,9,7,5,18,14,yjjA,ECK4350,JW5795,4_3,"",""
74,5,E,20,9,9,5,18,18,yjjP,ECK4354,JW5796,4_3,"",""
74,5,F,20,9,11,5,18,22,yjjZ,ECK4358,JW5797,4_3,"",""
74,5,G,20,9,13,5,18,26,empty,empty,JW5798,1_1,"",""
74,5,H,20,9,15,5,18,30, ,no_eck,JW5799,1_1,"",""
74,6,A,20,11,1,5,22,2,yjjX,ECK4386,JW5801,4_3,"",""
74,6,B,20,11,3,5,22,6,ybbK,ECK0483,JW0478,4_3,"",""
74,6,C,20,11,5,5,22,10,ygfA,ECK2907,JW2879,4_3,"",""
74,6,D,20,11,7,5,22,14,sgcE,ECK4290,JW4263,4_3,"",""
74,6,E,20,11,9,5,22,18,srlA,ECK2697,JW5429,4_3,"",""
74,6,F,20,11,11,5,22,22,srlE,ECK2698,JW5430,4_3,"",""
74,6,G,20,11,13,5,22,26,ygfQ,ECK2880,JW5467,4_3,"",""
74,6,H,20,11,15,5,22,30,yggP,ECK2927,JW5477,4_3,"",""
74,7,A,20,13,1,5,26,2,yghJ,ECK2968,JW5925,4_3,"",""
74,7,B,20,13,3,5,26,6,glcE,ECK2973,JW5487,4_3,"",""
74,7,C,20,13,5,5,26,10,yqhG,ECK3005,JW5500,4_3,"",""
74,7,D,20,13,7,5,26,14,ygiQ,ECK3007,JW5501,4_3,"",""
74,7,E,20,13,9,5,26,18,yqiI,ECK3037,JW5509,4_3,"",""
74,7,F,20,13,11,5,26,22,yhaM,ECK3099,JW5518,4_3,"",""
74,7,G,20,13,13,5,26,26,tdcG,ECK3101,JW5520,4_3,"",""
74,7,H,20,13,15,5,26,30,cpxP,ECK3906,JW5558,4_3,"",""
74,8,A,20,15,1,5,30,2,trkH,ECK3841,JW5576,4_3,"",""
74,8,B,20,15,3,5,30,6,tatD,ECK3833,JW5931,4_3,"",""
74,8,C,20,15,5,5,30,10,empty,empty,JW5583,1_1,"",""
74,8,D,20,15,7,5,30,14,rhtB,ECK3818,JW5585,4_3,"",""
74,8,E,20,15,9,5,30,18,rhtC,ECK3817,JW5586,4_3,"",""
74,8,F,20,15,11,5,30,22,yigE,ECK3809,JW5591,4_3,"",""
74,8,G,20,15,13,5,30,26,rffT,ECK3785,JW5596,4_3,"",""
74,8,H,20,15,15,5,30,30,yieM,ECK3739,JW5610,4_3,"",""
74,9,A,20,17,1,5,34,2,dgoR,ECK3687,JW5627,4_3,"",""
74,9,B,20,17,3,5,34,6,dgoA,ECK3685,JW5628,4_3,"",""
74,9,C,20,17,5,5,34,10,dgoD,ECK3684,JW5629,4_3,"",""
74,9,D,20,17,7,5,34,14,frlC,ECK3360,JW5699,4_3,"",""
74,9,E,20,17,9,5,34,18,smf,ECK3272,JW5708,4_3,"",""
74,9,F,20,17,11,5,34,22, ,no_eck,JW5725,1_1,"",""
74,9,G,20,17,13,5,34,26,ytfI,ECK4211,JW5748,4_3,"",""
74,9,H,20,17,15,5,34,30,ytfR,ECK4224,JW5752,4_3,"",""
74,10,A,20,19,1,5,38,2,yjiV,ECK4334,JW5954,4_3,"",""
74,10,B,20,19,3,5,38,6,rzoR,ECK1361,JW5213,4_3,"",""
74,10,C,20,19,5,5,38,10, ,no_eck,JW5069,1_1,"",""
74,10,D,20,19,7,5,38,14,yfdI,ECK2346,JW5382,4_3,"",""
74,10,E,20,19,9,5,38,18,ypdJ,ECK2358,JW5386,4_1,"",""
74,10,F,20,19,11,5,38,22,gntR,ECK3423,JW5946,4_3,"",""
74,10,G,20,19,13,5,38,26,yabI,ECK0066,JW5005,4_3,"",""
74,10,H,20,19,15,5,38,30,yacG,ECK0101,JW5008,4_3,"",""
74,11,A,20,21,1,5,42,2,yadD,ECK0131,JW5010,4_3,"",""
74,11,B,20,21,3,5,42,6,clcA,ECK0154,JW5012,4_3,"",""
74,11,C,20,21,5,5,42,10,cdaR,ECK0161,JW5013,4_3,"",""
74,11,D,20,21,7,5,42,14,yaeI,ECK0163,JW5014,4_3,"",""
74,11,E,20,21,9,5,42,18,yaeF,ECK0193,JW5016,4_3,"",""
74,11,F,20,21,11,5,42,22,yafD,ECK0209,JW5017,4_3,"",""
74,11,G,20,21,13,5,42,26,yafV,ECK0220,JW5019,4_3,"",""
74,11,H,20,21,15,5,42,30,fadE,ECK0222,JW5020,4_3,"",""
74,12,A,20,23,1,5,46,2,yafX,ECK0250,JW5022,4_3,"",""
74,12,B,20,23,3,5,46,6,ykfF,ECK0251,JW5023,4_3,"",""
74,12,C,20,23,5,5,46,10, ,no_eck,JW5028,1_1,"",""
74,12,D,20,23,7,5,46,14,yagV,ECK0288,JW5030,4_3,"",""
74,12,E,20,23,9,5,46,18,ykgK,ECK0293,JW5031,4_3,"",""
74,12,F,20,23,11,5,46,22,ykgL,ECK0294,JW5033,4_3,"",""
74,12,G,20,23,13,5,46,26,ykgA,ECK0300,JW5037,4_3,"",""
74,12,H,20,23,15,5,46,30,ykgI,ECK0302,JW5039,4_3,"",""
75,1,A,19,2,1,5,3,2,ykgG,ECK0307,JW5042,4_3,"",""
75,1,B,19,2,3,5,3,6,yahH,ECK0320,JW5893,4_3,"",""
75,1,C,19,2,5,5,3,10,yahM,ECK0325,JW5044,4_3,"",""
75,1,D,19,2,7,5,3,14,empty,empty,JW5045,1_1,"",""
75,1,E,19,2,9,5,3,18,yaiU,ECK0369,JW5051,4_3,"",""
75,1,F,19,2,11,5,3,22,yaiZ,ECK0375,JW5053,4_3,"",""
75,1,G,19,2,13,5,3,26,yajI,ECK0406,JW5056,4_3,"",""
75,1,H,19,2,15,5,3,30,yajQ,ECK0420,JW5058,4_3,"",""
75,2,A,19,4,1,5,7,2,yajR,ECK0421,JW5059,4_3,"",""
75,2,B,19,4,3,5,7,6,ylaB,ECK0451,JW5062,4_3,"",""
75,2,C,19,4,5,5,7,10,ylaC,ECK0452,JW5063,4_3,"",""
75,2,D,19,4,7,5,7,14,ybbM,ECK0485,JW5066,4_3,"",""
75,2,E,19,4,9,5,7,18,ybcJ,ECK0521,JW5070,4_3,"",""
75,2,F,19,4,11,5,7,22,fimZ,ECK0528,JW5073,4_3,"",""
75,2,G,19,4,13,5,7,26,rzpD,ECK0547,JW5079,4_3,"",""
75,2,H,19,4,15,5,7,30,ybcV,ECK0550,JW5081,4_3,"",""
75,3,A,19,6,1,5,11,2,cusS,ECK0562,JW5082,4_3,"",""
75,3,B,19,6,3,5,11,6,ybdF,ECK0571,JW5083,4_3,"",""
75,3,C,19,6,5,5,11,10,fepA,ECK0576,JW5086,4_3,"",""
75,3,D,19,6,7,5,11,14,ybeB,ECK0630,JW5090,4_3,"",""
75,3,E,19,6,9,5,11,18,ybeQ,ECK0637,JW5091,4_3,"",""
75,3,F,19,6,11,5,11,22,ybfG,ECK0678,JW5094,4_3,"",""
75,3,G,19,6,13,5,11,26,ybfH,ECK0679,JW5095,4_3,"",""
75,3,H,19,6,15,5,11,30,kdpE,ECK0682,JW5096,4_3,"",""
75,4,A,19,8,1,5,15,2,ybgO,ECK0705,JW5098,4_3,"",""
75,4,B,19,8,3,5,15,6,ybgQ,ECK0707,JW5099,4_3,"",""
75,4,C,19,8,5,5,15,10,ybhT,ECK0751,JW5102,4_3,"",""
75,4,D,19,8,7,5,15,14,ybhJ,ECK0760,JW5103,4_3,"",""
75,4,E,19,8,9,5,15,18,ybiX,ECK0793,JW5105,4_3,"",""
75,4,F,19,8,11,5,15,22,ybiN,ECK0796,JW5107,4_3,"",""
75,4,G,19,8,13,5,15,26,ybiO,ECK0797,JW5108,4_3,"",""
75,4,H,19,8,15,5,15,30,fsaA,ECK0815,JW5109,4_3,"",""
75,5,A,19,10,1,5,19,2,yliA,ECK0819,JW5897,5_0,"",""
75,5,B,19,10,3,5,19,6,ybjI,ECK0834,JW5113,4_3,"",""
75,5,C,19,10,5,5,19,10,ybjK,ECK0836,JW5114,4_3,"",""
75,5,D,19,10,7,5,19,14,ybjT,ECK0860,JW5116,4_3,"",""
75,5,E,19,10,9,5,19,18,ycaM,ECK0890,JW5119,5_0,"",""
75,5,F,19,10,11,5,19,22,ycaI,ECK0904,JW5120,4_3,"",""
75,5,G,19,10,13,5,19,26,ycbV,ECK0934,JW5123,4_3,"",""
75,5,H,19,10,15,5,19,30,ycbF,ECK0935,JW5124,4_3,"",""
75,6,A,19,12,1,5,23,2,ycbX,ECK0938,JW5126,4_3,"",""
